,sheadline,numrech,dfyh
2173,[CLS]nasa questions whether crater in nicaragua caused by meteorite[SEP],2173,3
2174,[CLS]isis video americas air dropped weapons now in our hands[SEP],2174,2
2175,[CLS]government fires employee who skipped work for 24 years[SEP],2175,0
2176,[CLS]mexican students not among bodies found in mass graves[SEP],2176,0
2177,[CLS]at cbs detroit fan site scuttlebutt is enough to publish batmobile rumor[SEP],2177,3
2178,[CLS]ottawa gunman identified as 32 year old michael zehaf bibeau[SEP],2178,2
2179,[CLS]christian bale will not play steve jobs after all[SEP],2179,1
2180,[CLS]nasa viral news on days of darkness in december is hoax[SEP],2180,1
2181,[CLS]real life magneto boy becomes living magnet after getting massive electric shock from street lamp[SEP],2181,0
2182,[CLS]nigeria hopes for return of kidnapped schoolgirls rise after ceasefire reported[SEP],2182,2
2183,[CLS]who should play steve jobs now that christian bale quit [SEP],2183,1
2184,[CLS]jeh johnson politicians should not feed the flames of fear over isis ebola[SEP],2184,0
2185,[CLS]isis beheads american photo journalist james wright foley threatens more to come[SEP],2185,0
2186,[CLS]wife and son of isil leader abu bakr al baghdadi detained at lebanon border [SEP],2186,3
2187,[CLS]teen makes 72 million on the stock market[SEP],2187,1
2188,[CLS]hostage david haines murder evil pm says[SEP],2188,0
2189,[CLS]video messaging service verifies timing of cnn audio recording[SEP],2189,1
2190,[CLS]fidel castro death watch rumors heat up cuba denies[SEP],2190,2
2191,[CLS]experts more facts needed on purported audio recording of michael brown shooting[SEP],2191,3
2192,[CLS]christian bale exits steve jobs movie exclusive [SEP],2192,0
2193,[CLS]meteorite strike in nicaragua puzzles experts[SEP],2193,1
2194,[CLS]comcast says you can keep your tor[SEP],2194,2
2195,[CLS]comcast is threatening to cut off customers who use tor the web browser for criminals[SEP],2195,1
2196,[CLS]espns domestic abuse tonight panel will be 100 dudes[SEP],2196,1
2197,[CLS]managua explosion not a meteorite nasa suggests[SEP],2197,1
2198,[CLS]more than 200 kidnapped nigerian girls to be released after deal reached with boko haram[SEP],2198,2
2199,[CLS]boko haram denies ceasefire claim by nigeria government[SEP],2199,3
2200,[CLS] hairgate iphone 6 customers are complaining that the phone is ripping out their hair[SEP],2200,2
2201,[CLS]soldier shot in ottawa at war memorial[SEP],2201,3
2202,[CLS]mass graves found in mexico near place where 43 students went missing[SEP],2202,2
2203,[CLS]big bank hank us rapper and sugarhill gang founder member dies at 57[SEP],2203,0
2204,[CLS]texas plumber has no idea how company truck ended up with isis[SEP],2204,0
2205,[CLS]was the video of that homeless man doing good deeds with 100 all an elaborate hoax [SEP],2205,1
2206,[CLS]nasa raises doubts about reports of nicaraguan meteorite[SEP],2206,1
2207,[CLS]islamic state claims to have beheaded american journalist[SEP],2207,2
2208,[CLS]brian williams demands apology from social media over erroneous urination reports video [SEP],2208,3
2209,[CLS]isis beheads american journalist[SEP],2209,0
2210,[CLS]rep duncan hunter at least 10 isis fighters caught at mexican border[SEP],2210,2
2211,[CLS]new audio recording from ferguson may capture michael brown shooting[SEP],2211,3
2212,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],2212,1
2213,[CLS]was heart tugging viral video of generous homeless man all a hoax [SEP],2213,1
2214,[CLS]ferguson riots audio may have captured michael brown shooting[SEP],2214,2
2215,[CLS]founding fathers era time capsule found in boston[SEP],2215,0
2216,[CLS]widower cries tears of joy after hearing late wife voice again[SEP],2216,0
2217,[CLS]meteor leaves 40 foot crater near managua airport[SEP],2217,1
2218,[CLS]islamic state training pilots to fly mig fighter planes says monitoring group[SEP],2218,2
2219,[CLS]jose canseco shoots self in hand[SEP],2219,2
2220,[CLS]the unluckiest man in the world set his college on fire with a fireworks marriage proposal[SEP],2220,0
2221,[CLS]fake news mcdonald will stop serving overweight customers [SEP],2221,1
2222,[CLS]small meteorite hits managua[SEP],2222,1
2223,[CLS]ottawa investigates reports that isis has captured canadian israeli woman[SEP],2223,3
2224,[CLS]man known as jihadi john is identified as mohammed emwazi[SEP],2224,2
2225,[CLS]once again the banksy arrest is a giant hoax[SEP],2225,3
2226,[CLS]macaulay culkin dead actor is victim of another death hoax[SEP],2226,3
2227,[CLS]islamic state leader family detained by lebanon officials say[SEP],2227,2
2228,[CLS]now the vogue rats are chewing through couture[SEP],2228,0
2229,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],2229,1
2230,[CLS]audio recording allegedly captures at least 10 shots fired in michael brown killing[SEP],2230,2
2231,[CLS]incredible video shows a us marine surviving being shot in the head by a sniper in afghanistan[SEP],2231,0
2232,[CLS]texas plumber is not sure how extremists in syria ended up with his work truck[SEP],2232,0
2233,[CLS]tropical spider burrowed under bali tourist skin[SEP],2233,2
2234,[CLS]seth rogen to play woz in jobs biopic[SEP],2234,2
2235,[CLS]mcdonalds to stop serving overweight customers in january [SEP],2235,1
2236,[CLS] categorically false dhs debunks right wing fiction that isis attempted to cross the you mexico border[SEP],2236,1
2237,[CLS]more than 200 kidnapped nigerian girls to be released after deal reached with boko haram[SEP],2237,1
2238,[CLS]senior western intelligence official confirms london rapper abdel majed abdel bary is a suspect in the foley killing[SEP],2238,2
2239,[CLS]who should play steve jobs now that christian bale quit [SEP],2239,1
2240,[CLS]what was fake on the internet this week obamas peace prize pumpkin spice condoms and insane winter snow[SEP],2240,0
2241,[CLS]nyc high school student nicknamed teen wolf made 72 million on stock market[SEP],2241,1
2242,[CLS]terrorism fears rise amid reports of stolen jetliners[SEP],2242,2
2243,[CLS]isis claims it has us airdrop of weapons[SEP],2243,3
2244,[CLS]that powerful lego letter to parents from the 1970s [SEP],2244,0
2245,[CLS]meteor leaves 40 foot crater near managua airport[SEP],2245,1
2246,[CLS]a new ios 8 bug can delete all of your icloud documents[SEP],2246,2
2247,[CLS]suspected meteorite leaves crater in managua is linked to asteroid[SEP],2247,3
2248,[CLS]breaking islamic state in video beheads american journalist james wright foley who was kidnapped in 2012 bnonews[SEP],2248,0
2249,[CLS]dna tests prove lebanon is holding isis chief al baghdadi ex wife and daughter after they were caught with fake passports[SEP],2249,1
2250,[CLS]israeli canadian woman captured by isis says she is safe and secure [SEP],2250,2
2251,[CLS]report christian bale will play steve jobs[SEP],2251,3
2252,[CLS]jilted lover chops off his penis after girlfriend dumps him[SEP],2252,0
2253,[CLS]spider burrowed into appendix scar crawled through wa man body[SEP],2253,1
2254,[CLS]who probing whether isis fighters got ebola[SEP],2254,2
2255,[CLS]audio recording allegedly captures moment michael brown was shot[SEP],2255,3
2256,[CLS]rajasthan angry mob teaches rapist a lesson chops penis off[SEP],2256,0
2257,[CLS]is the alleged audio of the gunshots that killed michael brown a hoax [SEP],2257,1
2258,[CLS]islamic state claims it executed american photojournalist james foley[SEP],2258,2
2259,[CLS]pentagon isis seized materials airdropped to kurds[SEP],2259,3
2260,[CLS]nyc high school student nicknamed teen wolf made 72 million on stock market[SEP],2260,1
2261,[CLS]rare meteorite impact causes blast in nicaragua capital managua[SEP],2261,1
2262,[CLS]hundreds of palestinians flee as israel opens dams into gaza valley[SEP],2262,1
2263,[CLS]pants on fire duncan hunter makes unconfirmed claim border patrol caught at least 10 isis fighters[SEP],2263,3
2264,[CLS]son pays off his parents mortgage for christmas[SEP],2264,0
2265,[CLS]mexico says missing students not found in first mass graves[SEP],2265,0
2266,[CLS]boko haram ceasefire ignored as violence flares in borno state[SEP],2266,3
2267,[CLS]espn to save nfl image with all male domestic abuse discussion[SEP],2267,1
2268,[CLS]photo of slain is leader reported to be doctored[SEP],2268,0
2269,[CLS]pentagon confirms al shabab leader killed in airstrike in somalia[SEP],2269,0
2270,[CLS]wife of isis leader abu bakr al baghdadi detained in lebanon[SEP],2270,1
2271,[CLS]isis militants in mosul have contracted ebola iraqi media sources claim[SEP],2271,2
2272,[CLS]big bank hank of the sugarhill gang is dead at 57[SEP],2272,0
2273,[CLS]cheeky vandals paint giant penis on bonnet of 1 5 million bugatti veyron sportscar[SEP],2273,1
2274,[CLS]audio captured at time of michael brown shooting company says[SEP],2274,2
2275,[CLS]star wars the force awakens may get an early release datereport[SEP],2275,2
2276,[CLS]meteorite makes big crater in nicaragua government says[SEP],2276,1
2277,[CLS]tropical spider burrows under man skin lives there for three days[SEP],2277,1
2278,[CLS]breaking news isis beheads missing american journalist james wright foley as warning to us to cease action in iraq[SEP],2278,3
2279,[CLS]lawmaker says at least 10 islamic state fighters have been captured at the southern you s[SEP],2279,2
2280,[CLS]chugging eggnog sends utah man to hospital[SEP],2280,0
2281,[CLS]meteorite makes big crater in nicaragua government says[SEP],2281,1
2282,[CLS]mum offers to sell twin boy to save twin girl[SEP],2282,0
2283,[CLS]boko haram denies ceasefire claim by nigeria government[SEP],2283,3
2284,[CLS]new policy could reduce marijuana possession arrests[SEP],2284,3
2285,[CLS]eyewitness viral video that netted 130k in donations is bullshit [SEP],2285,1
2286,[CLS]nun gives birth to surprise baby after complaining of stomach pains[SEP],2286,0
2287,[CLS]ypg confirms gill rosenberg not captured in kobani[SEP],2287,1
2288,[CLS]nigeria and boko haram agree ceasefire and girls release [SEP],2288,3
2289,[CLS]dead for 48 minutes catholic priest claims god is female[SEP],2289,1
2290,[CLS]missing american journalist reportedly beheaded by islamic state[SEP],2290,2
2291,[CLS]that boko haram ceasefire in nigeria is not a ceasefire[SEP],2291,3
2292,[CLS]watch stan beaton cries tears of joy when phone engineers find treasured voicemail recording of his late wife he thought was lost forever[SEP],2292,0
2293,[CLS]nbc weatherman caught urinating in the woods live on air[SEP],2293,1
2294,[CLS]did nbc nightly news go live to a man who was taking a piss [SEP],2294,3
2295,[CLS]homeland security no isil fighters on you s[SEP],2295,0
2296,[CLS]these lego instructions from 1974 are awesome and yes they are real [SEP],2296,0
2297,[CLS]obama outraged over beheading vows to stay on course[SEP],2297,0
2298,[CLS]government fires employee who skipped work for 24 years[SEP],2298,0
2299,[CLS]a husband breaks down in tears after lost voicemail message by his late wife is recovered[SEP],2299,3
2300,[CLS]magic mushrooms found at buckingham palace[SEP],2300,0
2301,[CLS]robert plant literally ripped up an 800 million contract to reunite led zeppelin[SEP],2301,1
2302,[CLS]dna test confirms child is is head abu bakr al baghdadi daughter[SEP],2302,1
2303,[CLS]biological warfare on the horizon [SEP],2303,3
2304,[CLS]nigeria claims deal with boko haram on ceasefire kidnapped girls[SEP],2304,2
2305,[CLS]iraqi media isis militants have contracted ebola[SEP],2305,2
2306,[CLS]islamic state releases video apparently showing the beheading of missing us journalist james foley[SEP],2306,2
2307,[CLS]senator detainees swapped for bergdahl have contacted militants[SEP],2307,3
2308,[CLS]tropical spider burrowed under man skin through appendix scar and lived there for three days[SEP],2308,1
2309,[CLS]tropical spider burrowed under bali tourist skin[SEP],2309,1
2310,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],2310,1
2311,[CLS]pizza delivery man gets 2 000 tip[SEP],2311,3
2312,[CLS]islamic state training pilots in military jets monitors say[SEP],2312,2
2313,[CLS]sorry kfc is not going to be selling weed in colorado restaurants[SEP],2313,1
2314,[CLS]islamic state leader al baghdadi not dead[SEP],2314,3
2315,[CLS]after giving a homeless man 100 this guy secretly filmed him [SEP],2315,3
2316,[CLS]matt taibbi on leave of absence from first look media[SEP],2316,0
2317,[CLS]luke somers british born photojournalist killed by al qaeda after failed rescue attempt in yemen [SEP],2317,2
2318,[CLS]al qaida hostage killed in raid[SEP],2318,2
2319,[CLS]cnn posts alleged audio of michael brown shooting[SEP],2319,2
2320,[CLS]parents are furious after seven girls aged 13 14 fall pregnant on a school trip[SEP],2320,0
2321,[CLS]christian bale to play steve jobs in upcoming biopic[SEP],2321,1
2322,[CLS]shocking picture shows mother trying to sell her own son to pay for twin daughter cancer treatment[SEP],2322,0
2323,[CLS]oh hey paul rudd was one of the dallas airport homophobe heroes no big[SEP],2323,1
